_,Id,CreatedDate,ProductLR__r,ProductLR__r.Url_Name__c,Petition_Type__c,Status,Petition_Details__r,Petition_Details__r.Content_Type__c,Petition_Details__r.Recommended_Category__c,Description,IsContentProfane__c,IsProfane__c,Category__c,Reason__c
[Case],500TV00000uAqi0YAC,2026-03-07T10:37:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,RAVERBOY,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAqi5YAC,2026-03-07T10:45:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Houghton CF,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAqiEYAS,2026-03-07T11:25:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,istanbul fc,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAqiFYAS,2026-03-07T11:30:19.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,DaNaB,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAqiGYAS,2026-03-07T11:32:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,VXN 8,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAr4kYAC,2026-03-07T10:33:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,KMN GANG,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uArPbYAK,2026-03-07T10:45:24.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,PedroHoudini203,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uArRFYA0,2026-03-07T10:29:26.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,DillaDog06,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uArhSYAS,2026-03-07T10:34:27.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,EMIR FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uArnmYAC,2026-03-07T10:30:27.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Adelaide Jenkins||Soo Kyung Kim||Yee Hu||Giulia Cruz||Moussa Koffi||Blaze Kinch||Cindy Jung||Tay kay||Mariana DomÃ­nguez||Nico Temien||Stefan Bryan||Pyon Chol Kang||Irma Castro||Williams Ibrahim||Constantin Mikkelsen|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAs8yYAC,2026-03-07T10:29:26.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Adelaide Jenkins||Soo Kyung Kim||Yee Hu||Giulia Cruz||Moussa Koffi||Blaze Kinch||Cindy Jung||Tay kay||Mariana DomÃ­nguez||Nico Temien||Stefan Bryan||Pyon Chol Kang||Irma Castro||Williams Ibrahim||Constantin Mikkelsen|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsBzYAK,2026-03-07T10:21:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Strasbourg FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsC0YAK,2026-03-07T10:26:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FKO ES,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsGlYAK,2026-03-07T10:20:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Dudley United,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsIbYAK,2026-03-07T10:29:25.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Adelaide Jenkins||Soo Kyung Kim||Yee Hu||Giulia Cruz||Moussa Koffi||Blaze Kinch||Cindy Jung||Tay kay||Mariana DomÃ­nguez||Nico Temien||Stefan Bryan||Pyon Chol Kang||Irma Castro||Williams Ibrahim||Constantin Mikkelsen|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsKAYA0,2026-03-07T10:33:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,DJMA2713,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsLmYAK,2026-03-07T10:22:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Kaff Aldegund,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsf7YAC,2026-03-07T10:55:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,MertDayiFB34,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsqMYAS,2026-03-07T12:00:21.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,KING-THE_BOS,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAstTYAS,2026-03-07T10:59:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Lusitano FCV,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAstaYAC,2026-03-07T11:25:20.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,kamado97,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAsvWYAS,2026-03-07T11:00:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,BAD LYONS,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAt6gYAC,2026-03-07T11:11:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Bordeaux SC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAt6mYAC,2026-03-07T11:33:22.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Wiesbaden SCW,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtJWYA0,2026-03-07T10:29:27.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,R1L11,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtODYA0,2026-03-07T11:06:21.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,BND Venial,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtOEYA0,2026-03-07T11:10:20.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,urilop,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtUmYAK,2026-03-07T10:36:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Ozi 23,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtWUYA0,2026-03-07T10:40:25.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Qiao Pan||Steven Ferry||Hong Gil Kang||Maria JÃºlia Soares||Hae Won Cho||Raquel Flores||Laurent Henry||AbLSH ZH||Mohammad Salah||Bertrand Peltier||DÃ©bora Pires||Luis RodrÃ­guez||Isabel Mora||Shota Nakamura||Mehdi Al Amri|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtWVYA0,2026-03-07T10:42:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,KRJVSK FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtbAYAS,2026-03-07T10:40:25.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Beatriz Ribeiro||Jan Wawrzyniak||Louie Barker||Raheem Al Mutairi||Brooklyn Prior||Florent Schneider||Ane Nilsen||Clubber Lang||Dnzz IsI||Deniz Okan||baba yaga||Yan Gao||Imad Ibrahim||Ye Jun Kim||Jong Soo Lim|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtbFYAS,2026-03-07T11:25:21.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Str8 Smoke,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtrKYAS,2026-03-07T10:18:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Kimbo,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtxcYAC,2026-03-07T10:17:26.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,patotoya fc,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAtzKYAS,2026-03-07T11:16:21.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,fc 30,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAu16YAC,2026-03-07T10:46:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,adrr044,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAu2dYAC,2026-03-07T10:36:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,lyonn,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAu8yYAC,2026-03-07T11:31:22.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Antirust FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuKMYA0,2026-03-07T11:15:21.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,bokeroncito91,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuM2YAK,2026-03-07T10:29:24.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,QCROOSWIJK010,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuU7YAK,2026-03-07T10:59:24.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Vesile YÄ±ldÄ±z||Carolina Maldonado||Ezra Stewart||Nan Zhang||Yun-seo Li||OphÃ©lie Roche||JesÃºs Bernal||Elisa Ramos||pedro pedro||Gabriel HernÃ¡ndez||tansan Lokki||SÃ©bastien Rey||Darlan Pinto||Quentin Royer||Virginie Masson|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuXBYA0,2026-03-07T11:55:19.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,kilian_tgm,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuXJYA0,2026-03-07T12:13:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FC AS0,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuZ1YAK,2026-03-07T10:23:27.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Cesur Fc,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAubxYAC,2026-03-07T10:23:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,EGNATIA,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuc2YAC,2026-03-07T10:52:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Enfield Stanley,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAufGYAS,2026-03-07T10:17:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Palermo AS,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuorYAC,2026-03-07T11:19:21.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Molocene,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAusHYAS,2026-03-07T10:31:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,GoÅcie,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAux4YAC,2026-03-07T11:27:22.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,tsako13,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAuylYAC,2026-03-07T11:27:22.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,ttv_swfc1867,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAv8PYAS,2026-03-07T10:41:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,GFB68,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAv8RYAS,2026-03-07T10:43:25.000+0000,[Product2],fc-26,AVATAR_NAME,Closed,[Petition_Details__c],NAME,No Violation,skoyland jaleoiland,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvBdYAK,2026-03-07T10:43:27.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,Battipaglia2010,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvDJYA0,2026-03-07T10:28:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,Rodriguez26,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvJdYAK,2026-03-07T10:21:43.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,Algidziaak,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvQ4YAK,2026-03-07T10:21:25.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Mr Westwood||Mrs Julie Julie||Mr Copsey||Mrs Mulford||Mrs McCusker||Mr Suttonwood||Mrs Lane||Mr Emms||charlie hansell||ÃzgÃ¼r Åahin||Yoichi Isagi||Yunus YÄ±lmaz||Soo Kyung Jung||Bashir Al Shammari||Mr Biggie|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvRkYAK,2026-03-07T10:28:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,dmilne176,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvRlYAK,2026-03-07T10:36:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,SK RAPID Wien,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvUzYAK,2026-03-07T10:30:27.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Budo Banovici,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvZjYAK,2026-03-07T10:25:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FCRAMIZ,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvjPYAS,2026-03-07T10:25:24.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,eGCarlWynessx,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAvwHYAS,2026-03-07T10:47:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Bal United,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAw61YAC,2026-03-07T11:19:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Costamspor,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAw62YAC,2026-03-07T11:20:21.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Gooners,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAw7mYAC,2026-03-07T10:23:26.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,TyranoSuarezRex,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwEAYA0,2026-03-07T11:00:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,CHICHA MELON,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwHKYA0,2026-03-07T11:03:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Adonis F FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwIvYAK,2026-03-07T10:30:26.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Kais B,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwKQYA0,2026-03-07T11:51:20.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,EZ_STREAMS-KTV,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwNYYA0,2026-03-07T10:31:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,Iker2282,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwNdYAK,2026-03-07T10:42:24.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|FRANCO MANSILLA||skoyland jaleoiland||Akil Al Saeed||Luca Lopez||Eun-seo Li||matador matador||Lea ChÃ¡vez||Felipe Lotas||Matias Parra||Franco bello||Jorge Rojas||Nadege Sanogo||Boubacar DiabatÃ©||Justyna Kaczmarek||Misaki Mori|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwNhYAK,2026-03-07T11:04:28.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Kettles Army,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwPOYA0,2026-03-07T11:03:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,GGManUtd,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwQzYAK,2026-03-07T10:41:27.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Cal The  Dragon||Andy Tate||Triumph Adegbite||Suhban Alam||IShow Speed||Eesaa Mahmood||david zlate||Tobias Larsson||mo bradford||horly lay||Jivan Jivan||Tonje Kristensen||Laila Amin||Ji Hye Park||Louie Wallis||abdi debz|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwdvYAC,2026-03-07T10:32:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Santa Rosa FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwfUYAS,2026-03-07T10:41:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FITTENE,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwfbYAC,2026-03-07T10:59:24.000+0000,[Product2],fc-26,AVATAR_NAME,Closed,[Petition_Details__c],NAME,No Violation,Ketty Keith,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwhAYAS,2026-03-07T10:43:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,ManChestHairUTD,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwnfYAC,2026-03-07T10:21:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,toto coutinho,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwpAYAS,2026-03-07T11:08:20.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,rugos1,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwpDYAS,2026-03-07T11:24:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FC Bavaria,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwqrYAC,2026-03-07T11:03:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Santa Rosa FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwxTYAS,2026-03-07T10:38:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,fawkes619,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwxVYAS,2026-03-07T10:41:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Nice SC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwxYYAS,2026-03-07T10:48:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Mendoza FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAwz5YAC,2026-03-07T10:48:23.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Mendoza FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAx5HYAS,2026-03-07T11:37:19.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,gavinsm19,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxBiYAK,2026-03-07T10:22:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,GOAT AYXON,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxGPYA0,2026-03-07T10:26:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Manchester 23,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxOrYAK,2026-03-07T11:49:19.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,Cascio-7,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxRqYAK,2026-03-07T11:58:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FC MARYHILL,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxRtYAK,2026-03-07T12:08:40.000+0000,[Product2],fc-26,AI_PLAYER_NAME,Closed,[Petition_Details__c],NAME,No Violation,|Susana Fernandes||Rashid Saleh||Bruno Lacroix||Ji Ye Young||Eun Hye Kim||Min-seo Kang||Jibril Ahmad||Russell Goat||Antje Wendt||kjug jugger||Anthony Montero||Gilles Clerc||Tito GÃ³mez||Ladislav Kadlec||Asami Yoshida|,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxTPYA0,2026-03-07T10:24:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,MaxGun,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxWoYAK,2026-03-07T10:52:25.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,goodman244,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxYQYA0,2026-03-07T11:46:19.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Baldy FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxelYAC,2026-03-07T11:48:20.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,DaMaGe CF,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxjUYAS,2026-03-07T10:19:25.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Miamihuales FC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxjXYAS,2026-03-07T10:39:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Wiltshire Town,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxocYAC,2026-03-07T10:37:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Victor Von Dijk,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxwWYAS,2026-03-07T10:40:24.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,FeritFC,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAxwZYAS,2026-03-07T10:52:26.000+0000,[Product2],fc-26,CLUB_NAME,Closed,[Petition_Details__c],NAME,No Violation,Dresden VfL,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAy39YAC,2026-03-07T10:52:26.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,AzorxAhai1,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
[Case],500TV00000uAy9fYAC,2026-03-07T10:41:27.000+0000,[Product2],fc-26,PERSONA_NAME,Closed,[Petition_Details__c],PERSONANAME,No Violation,kkrz12,FALSE,TRUE,Inappropriate Name,CTD_AUTOCLOSE
